"year","indicator","values","trend_type","labels","yAxisLabels","min","values_temp","values_all_else"
1960,"x2_nitrous_oxide_nitrous_oxide_ppb",291.688,"Earth System Trends","Nitrous Oxide","atmos. conc. ppb",NA,291.688,291.688
1961,"x2_nitrous_oxide_nitrous_oxide_ppb",291.979,"Earth System Trends","Nitrous Oxide","atmos. conc. ppb",NA,291.979,291.979
1962,"x2_nitrous_oxide_nitrous_oxide_ppb",292.2592,"Earth System Trends","Nitrous Oxide","atmos. conc. ppb",NA,292.2592,292.2592
1963,"x2_nitrous_oxide_nitrous_oxide_ppb",292.538,"Earth System Trends","Nitrous Oxide","atmos. conc. ppb",NA,292.538,292.538
1964,"x2_nitrous_oxide_nitrous_oxide_ppb",292.8254,"Earth System Trends","Nitrous Oxide","atmos. conc. ppb",NA,292.8254,292.8254
1965,"x2_nitrous_oxide_nitrous_oxide_ppb",293.1364,"Earth System Trends","Nitrous Oxide","atmos. conc. ppb",NA,293.1364,293.1364
1966,"x2_nitrous_oxide_nitrous_oxide_ppb",293.4906,"Earth System Trends","Nitrous Oxide","atmos. conc. ppb",NA,293.4906,293.4906
1967,"x2_nitrous_oxide_nitrous_oxide_ppb",293.9052,"Earth System Trends","Nitrous Oxide","atmos. conc. ppb",NA,293.9052,293.9052
1968,"x2_nitrous_oxide_nitrous_oxide_ppb",294.3839,"Earth System Trends","Nitrous Oxide","atmos. conc. ppb",NA,294.3839,294.3839
1969,"x2_nitrous_oxide_nitrous_oxide_ppb",294.9272,"Earth System Trends","Nitrous Oxide","atmos. conc. ppb",NA,294.9272,294.9272
1970,"x2_nitrous_oxide_nitrous_oxide_ppb",295.5321,"Earth System Trends","Nitrous Oxide","atmos. conc. ppb",NA,295.5321,295.5321
1971,"x2_nitrous_oxide_nitrous_oxide_ppb",296.1815,"Earth System Trends","Nitrous Oxide","atmos. conc. ppb",NA,296.1815,296.1815
1972,"x2_nitrous_oxide_nitrous_oxide_ppb",296.8549,"Earth System Trends","Nitrous Oxide","atmos. conc. ppb",NA,296.8549,296.8549
1973,"x2_nitrous_oxide_nitrous_oxide_ppb",297.5385,"Earth System Trends","Nitrous Oxide","atmos. conc. ppb",NA,297.5385,297.5385
1974,"x2_nitrous_oxide_nitrous_oxide_ppb",298.23,"Earth System Trends","Nitrous Oxide","atmos. conc. ppb",NA,298.23,298.23
1975,"x2_nitrous_oxide_nitrous_oxide_ppb",298.9278,"Earth System Trends","Nitrous Oxide","atmos. conc. ppb",NA,298.9278,298.9278
1976,"x2_nitrous_oxide_nitrous_oxide_ppb",299.6226,"Earth System Trends","Nitrous Oxide","atmos. conc. ppb",NA,299.6226,299.6226
1977,"x2_nitrous_oxide_nitrous_oxide_ppb",300.3038,"Earth System Trends","Nitrous Oxide","atmos. conc. ppb",NA,300.3038,300.3038
1978,"x2_nitrous_oxide_nitrous_oxide_ppb",300.9634,"Earth System Trends","Nitrous Oxide","atmos. conc. ppb",NA,300.9634,300.9634
1979,"x2_nitrous_oxide_nitrous_oxide_ppb",301.5942,"Earth System Trends","Nitrous Oxide","atmos. conc. ppb",NA,301.5942,301.5942
1980,"x2_nitrous_oxide_nitrous_oxide_ppb",302.1915,"Earth System Trends","Nitrous Oxide","atmos. conc. ppb",NA,302.1915,302.1915
1981,"x2_nitrous_oxide_nitrous_oxide_ppb",302.7615,"Earth System Trends","Nitrous Oxide","atmos. conc. ppb",NA,302.7615,302.7615
1982,"x2_nitrous_oxide_nitrous_oxide_ppb",303.3134,"Earth System Trends","Nitrous Oxide","atmos. conc. ppb",NA,303.3134,303.3134
1983,"x2_nitrous_oxide_nitrous_oxide_ppb",303.856,"Earth System Trends","Nitrous Oxide","atmos. conc. ppb",NA,303.856,303.856
1984,"x2_nitrous_oxide_nitrous_oxide_ppb",304.3986,"Earth System Trends","Nitrous Oxide","atmos. conc. ppb",NA,304.3986,304.3986
1985,"x2_nitrous_oxide_nitrous_oxide_ppb",304.9477,"Earth System Trends","Nitrous Oxide","atmos. conc. ppb",NA,304.9477,304.9477
1986,"x2_nitrous_oxide_nitrous_oxide_ppb",305.5063,"Earth System Trends","Nitrous Oxide","atmos. conc. ppb",NA,305.5063,305.5063
1987,"x2_nitrous_oxide_nitrous_oxide_ppb",306.0771,"Earth System Trends","Nitrous Oxide","atmos. conc. ppb",NA,306.0771,306.0771
1988,"x2_nitrous_oxide_nitrous_oxide_ppb",306.6625,"Earth System Trends","Nitrous Oxide","atmos. conc. ppb",NA,306.6625,306.6625
1989,"x2_nitrous_oxide_nitrous_oxide_ppb",307.2652,"Earth System Trends","Nitrous Oxide","atmos. conc. ppb",NA,307.2652,307.2652
1990,"x2_nitrous_oxide_nitrous_oxide_ppb",307.8877,"Earth System Trends","Nitrous Oxide","atmos. conc. ppb",NA,307.8877,307.8877
1991,"x2_nitrous_oxide_nitrous_oxide_ppb",308.5318,"Earth System Trends","Nitrous Oxide","atmos. conc. ppb",NA,308.5318,308.5318
1992,"x2_nitrous_oxide_nitrous_oxide_ppb",309.1976,"Earth System Trends","Nitrous Oxide","atmos. conc. ppb",NA,309.1976,309.1976
1993,"x2_nitrous_oxide_nitrous_oxide_ppb",309.8852,"Earth System Trends","Nitrous Oxide","atmos. conc. ppb",NA,309.8852,309.8852
1994,"x2_nitrous_oxide_nitrous_oxide_ppb",310.5953,"Earth System Trends","Nitrous Oxide","atmos. conc. ppb",NA,310.5953,310.5953
1995,"x2_nitrous_oxide_nitrous_oxide_ppb",311.3296,"Earth System Trends","Nitrous Oxide","atmos. conc. ppb",NA,311.3296,311.3296
1996,"x2_nitrous_oxide_nitrous_oxide_ppb",312.0883,"Earth System Trends","Nitrous Oxide","atmos. conc. ppb",NA,312.0883,312.0883
1997,"x2_nitrous_oxide_nitrous_oxide_ppb",312.8695,"Earth System Trends","Nitrous Oxide","atmos. conc. ppb",NA,312.8695,312.8695
1998,"x2_nitrous_oxide_nitrous_oxide_ppb",313.668,"Earth System Trends","Nitrous Oxide","atmos. conc. ppb",NA,313.668,313.668
1999,"x2_nitrous_oxide_nitrous_oxide_ppb",314.4773,"Earth System Trends","Nitrous Oxide","atmos. conc. ppb",NA,314.4773,314.4773
2000,"x2_nitrous_oxide_nitrous_oxide_ppb",315.2918,"Earth System Trends","Nitrous Oxide","atmos. conc. ppb",NA,315.2918,315.2918
2001,"x2_nitrous_oxide_nitrous_oxide_ppb",316.1077,"Earth System Trends","Nitrous Oxide","atmos. conc. ppb",NA,316.1077,316.1077
2002,"x2_nitrous_oxide_nitrous_oxide_ppb",316.9239,"Earth System Trends","Nitrous Oxide","atmos. conc. ppb",NA,316.9239,316.9239
2003,"x2_nitrous_oxide_nitrous_oxide_ppb",317.7407,"Earth System Trends","Nitrous Oxide","atmos. conc. ppb",NA,317.7407,317.7407
2004,"x2_nitrous_oxide_nitrous_oxide_ppb",318.5585,"Earth System Trends","Nitrous Oxide","atmos. conc. ppb",NA,318.5585,318.5585
2006,"x2_nitrous_oxide_nitrous_oxide_ppb",319.002,"Earth System Trends","Nitrous Oxide","atmos. conc. ppb",NA,319.002,319.002
2007,"x2_nitrous_oxide_nitrous_oxide_ppb",319.828,"Earth System Trends","Nitrous Oxide","atmos. conc. ppb",NA,319.828,319.828
2008,"x2_nitrous_oxide_nitrous_oxide_ppb",320.502,"Earth System Trends","Nitrous Oxide","atmos. conc. ppb",NA,320.502,320.502
2009,"x2_nitrous_oxide_nitrous_oxide_ppb",321.797,"Earth System Trends","Nitrous Oxide","atmos. conc. ppb",NA,321.797,321.797
2010,"x2_nitrous_oxide_nitrous_oxide_ppb",322.464,"Earth System Trends","Nitrous Oxide","atmos. conc. ppb",NA,322.464,322.464
1750,"x3_methane_methane_ppb",705.34914072,"Earth System Trends","Methane","atmos. conc. ppb",NA,705.34914072,705.34914072
1751,"x3_methane_methane_ppb",704.8702689,"Earth System Trends","Methane","atmos. conc. ppb",NA,704.8702689,704.8702689
1752,"x3_methane_methane_ppb",704.73352068,"Earth System Trends","Methane","atmos. conc. ppb",NA,704.73352068,704.73352068
1753,"x3_methane_methane_ppb",704.81652108,"Earth System Trends","Methane","atmos. conc. ppb",NA,704.81652108,704.81652108
1754,"x3_methane_methane_ppb",705.01744278,"Earth System Trends","Methane","atmos. conc. ppb",NA,705.01744278,705.01744278
1755,"x3_methane_methane_ppb",705.31958448,"Earth System Trends","Methane","atmos. conc. ppb",NA,705.31958448,705.31958448
1756,"x3_methane_methane_ppb",705.72750108,"Earth System Trends","Methane","atmos. conc. ppb",NA,705.72750108,705.72750108
1757,"x3_methane_methane_ppb",706.24564626,"Earth System Trends","Methane","atmos. conc. ppb",NA,706.24564626,706.24564626
1758,"x3_methane_methane_ppb",706.87857492,"Earth System Trends","Methane","atmos. conc. ppb",NA,706.87857492,706.87857492
1759,"x3_methane_methane_ppb",707.63063952,"Earth System Trends","Methane","atmos. conc. ppb",NA,707.63063952,707.63063952
1760,"x3_methane_methane_ppb",708.50639496,"Earth System Trends","Methane","atmos. conc. ppb",NA,708.50639496,708.50639496
1761,"x3_methane_methane_ppb",709.51029492,"Earth System Trends","Methane","atmos. conc. ppb",NA,709.51029492,709.51029492
1762,"x3_methane_methane_ppb",710.6468943,"Earth System Trends","Methane","atmos. conc. ppb",NA,710.6468943,710.6468943
1763,"x3_methane_methane_ppb",711.92054556,"Earth System Trends","Methane","atmos. conc. ppb",NA,711.92054556,711.92054556
1764,"x3_methane_methane_ppb",713.3358036,"Earth System Trends","Methane","atmos. conc. ppb",NA,713.3358036,713.3358036
1765,"x3_methane_methane_ppb",714.87424638,"Earth System Trends","Methane","atmos. conc. ppb",NA,714.87424638,714.87424638
1766,"x3_methane_methane_ppb",716.48283462,"Earth System Trends","Methane","atmos. conc. ppb",NA,716.48283462,716.48283462
1767,"x3_methane_methane_ppb",718.1199669,"Earth System Trends","Methane","atmos. conc. ppb",NA,718.1199669,718.1199669
1768,"x3_methane_methane_ppb",719.74485156,"Earth System Trends","Methane","atmos. conc. ppb",NA,719.74485156,719.74485156
1769,"x3_methane_methane_ppb",721.31639328,"Earth System Trends","Methane","atmos. conc. ppb",NA,721.31639328,721.31639328
1770,"x3_methane_methane_ppb",722.79369918,"Earth System Trends","Methane","atmos. conc. ppb",NA,722.79369918,722.79369918
1771,"x3_methane_methane_ppb",724.13577516,"Earth System Trends","Methane","atmos. conc. ppb",NA,724.13577516,724.13577516
1772,"x3_methane_methane_ppb",725.30182956,"Earth System Trends","Methane","atmos. conc. ppb",NA,725.30182956,725.30182956
1773,"x3_methane_methane_ppb",726.25086828,"Earth System Trends","Methane","atmos. conc. ppb",NA,726.25086828,726.25086828
1774,"x3_methane_methane_ppb",726.941796,"Earth System Trends","Methane","atmos. conc. ppb",NA,726.941796,726.941796
1775,"x3_methane_methane_ppb",727.3345296,"Earth System Trends","Methane","atmos. conc. ppb",NA,727.3345296,727.3345296
1776,"x3_methane_methane_ppb",727.43858376,"Earth System Trends","Methane","atmos. conc. ppb",NA,727.43858376,727.43858376
1777,"x3_methane_methane_ppb",727.3481943,"Earth System Trends","Methane","atmos. conc. ppb",NA,727.3481943,727.3481943
1778,"x3_methane_methane_ppb",727.16589708,"Earth System Trends","Methane","atmos. conc. ppb",NA,727.16589708,727.16589708
1779,"x3_methane_methane_ppb",726.9939243,"Earth System Trends","Methane","atmos. conc. ppb",NA,726.9939243,726.9939243
1780,"x3_methane_methane_ppb",726.93491304,"Earth System Trends","Methane","atmos. conc. ppb",NA,726.93491304,726.93491304
1781,"x3_methane_methane_ppb",727.088565,"Earth System Trends","Methane","atmos. conc. ppb",NA,727.088565,727.088565
1782,"x3_methane_methane_ppb",727.45639848,"Earth System Trends","Methane","atmos. conc. ppb",NA,727.45639848,727.45639848
1783,"x3_methane_methane_ppb",727.91411532,"Earth System Trends","Methane","atmos. conc. ppb",NA,727.91411532,727.91411532
1784,"x3_methane_methane_ppb",728.33114172,"Earth System Trends","Methane","atmos. conc. ppb",NA,728.33114172,728.33114172
1785,"x3_methane_methane_ppb",728.57720754,"Earth System Trends","Methane","atmos. conc. ppb",NA,728.57720754,728.57720754
1786,"x3_methane_methane_ppb",728.56627578,"Earth System Trends","Methane","atmos. conc. ppb",NA,728.56627578,728.56627578
1787,"x3_methane_methane_ppb",728.34278202,"Earth System Trends","Methane","atmos. conc. ppb",NA,728.34278202,728.34278202
1788,"x3_methane_methane_ppb",727.97585952,"Earth System Trends","Methane","atmos. conc. ppb",NA,727.97585952,727.97585952
1789,"x3_methane_methane_ppb",727.53423666,"Earth System Trends","Methane","atmos. conc. ppb",NA,727.53423666,727.53423666
1790,"x3_methane_methane_ppb",727.08684426,"Earth System Trends","Methane","atmos. conc. ppb",NA,727.08684426,727.08684426
1791,"x3_methane_methane_ppb",726.70261314,"Earth System Trends","Methane","atmos. conc. ppb",NA,726.70261314,726.70261314
1792,"x3_methane_methane_ppb",726.45047412,"Earth System Trends","Methane","atmos. conc. ppb",NA,726.45047412,726.45047412
1793,"x3_methane_methane_ppb",726.3992568,"Earth System Trends","Methane","atmos. conc. ppb",NA,726.3992568,726.3992568
1794,"x3_methane_methane_ppb",726.61779078,"Earth System Trends","Methane","atmos. conc. ppb",NA,726.61779078,726.61779078
1795,"x3_methane_methane_ppb",727.1751081,"Earth System Trends","Methane","atmos. conc. ppb",NA,727.1751081,727.1751081
1796,"x3_methane_methane_ppb",728.13791274,"Earth System Trends","Methane","atmos. conc. ppb",NA,728.13791274,728.13791274
1797,"x3_methane_methane_ppb",729.54173292,"Earth System Trends","Methane","atmos. conc. ppb",NA,729.54173292,729.54173292
1798,"x3_methane_methane_ppb",731.3676405,"Earth System Trends","Methane","atmos. conc. ppb",NA,731.3676405,731.3676405
1799,"x3_methane_methane_ppb",733.4330346,"Earth System Trends","Methane","atmos. conc. ppb",NA,733.4330346,733.4330346
1800,"x3_methane_methane_ppb",735.50025066,"Earth System Trends","Methane","atmos. conc. ppb",NA,735.50025066,735.50025066
1801,"x3_methane_methane_ppb",737.34690834,"Earth System Trends","Methane","atmos. conc. ppb",NA,737.34690834,737.34690834
1802,"x3_methane_methane_ppb",738.90630366,"Earth System Trends","Methane","atmos. conc. ppb",NA,738.90630366,738.90630366
1803,"x3_methane_methane_ppb",740.20445016,"Earth System Trends","Methane","atmos. conc. ppb",NA,740.20445016,740.20445016
1804,"x3_methane_methane_ppb",741.26806992,"Earth System Trends","Methane","atmos. conc. ppb",NA,741.26806992,741.26806992
1805,"x3_methane_methane_ppb",742.12408746,"Earth System Trends","Methane","atmos. conc. ppb",NA,742.12408746,742.12408746
1806,"x3_methane_methane_ppb",742.79952852,"Earth System Trends","Methane","atmos. conc. ppb",NA,742.79952852,742.79952852
1807,"x3_methane_methane_ppb",743.32111518,"Earth System Trends","Methane","atmos. conc. ppb",NA,743.32111518,743.32111518
1808,"x3_methane_methane_ppb",743.7159744,"Earth System Trends","Methane","atmos. conc. ppb",NA,743.7159744,743.7159744
1809,"x3_methane_methane_ppb",744.01082826,"Earth System Trends","Methane","atmos. conc. ppb",NA,744.01082826,744.01082826
1810,"x3_methane_methane_ppb",744.2327025,"Earth System Trends","Methane","atmos. conc. ppb",NA,744.2327025,744.2327025
1811,"x3_methane_methane_ppb",744.40842042,"Earth System Trends","Methane","atmos. conc. ppb",NA,744.40842042,744.40842042
1812,"x3_methane_methane_ppb",744.56500776,"Earth System Trends","Methane","atmos. conc. ppb",NA,744.56500776,744.56500776
1813,"x3_methane_methane_ppb",744.7291866,"Earth System Trends","Methane","atmos. conc. ppb",NA,744.7291866,744.7291866
1814,"x3_methane_methane_ppb",744.9280839,"Earth System Trends","Methane","atmos. conc. ppb",NA,744.9280839,744.9280839
1815,"x3_methane_methane_ppb",745.18842174,"Earth System Trends","Methane","atmos. conc. ppb",NA,745.18842174,745.18842174
1816,"x3_methane_methane_ppb",745.53783318,"Earth System Trends","Methane","atmos. conc. ppb",NA,745.53783318,745.53783318
1817,"x3_methane_methane_ppb",746.0091135,"Earth System Trends","Methane","atmos. conc. ppb",NA,746.0091135,746.0091135
1818,"x3_methane_methane_ppb",746.63748726,"Earth System Trends","Methane","atmos. conc. ppb",NA,746.63748726,746.63748726
1819,"x3_methane_methane_ppb",747.45787536,"Earth System Trends","Methane","atmos. conc. ppb",NA,747.45787536,747.45787536
1820,"x3_methane_methane_ppb",748.50550236,"Earth System Trends","Methane","atmos. conc. ppb",NA,748.50550236,748.50550236
1821,"x3_methane_methane_ppb",749.81528916,"Earth System Trends","Methane","atmos. conc. ppb",NA,749.81528916,749.81528916
1822,"x3_methane_methane_ppb",751.4011029,"Earth System Trends","Methane","atmos. conc. ppb",NA,751.4011029,751.4011029
1823,"x3_methane_methane_ppb",753.1906725,"Earth System Trends","Methane","atmos. conc. ppb",NA,753.1906725,753.1906725
1824,"x3_methane_methane_ppb",755.09067312,"Earth System Trends","Methane","atmos. conc. ppb",NA,755.09067312,755.09067312
1825,"x3_methane_methane_ppb",757.00737504,"Earth System Trends","Methane","atmos. conc. ppb",NA,757.00737504,757.00737504
1826,"x3_methane_methane_ppb",758.84725098,"Earth System Trends","Methane","atmos. conc. ppb",NA,758.84725098,758.84725098
1827,"x3_methane_methane_ppb",760.51677366,"Earth System Trends","Methane","atmos. conc. ppb",NA,760.51677366,760.51677366
1828,"x3_methane_methane_ppb",761.92211214,"Earth System Trends","Methane","atmos. conc. ppb",NA,761.92211214,761.92211214
1829,"x3_methane_methane_ppb",763.01123934,"Earth System Trends","Methane","atmos. conc. ppb",NA,763.01123934,763.01123934
1830,"x3_methane_methane_ppb",763.86047514,"Earth System Trends","Methane","atmos. conc. ppb",NA,763.86047514,763.86047514
1831,"x3_methane_methane_ppb",764.57053344,"Earth System Trends","Methane","atmos. conc. ppb",NA,764.57053344,764.57053344
1832,"x3_methane_methane_ppb",765.24162204,"Earth System Trends","Methane","atmos. conc. ppb",NA,765.24162204,765.24162204
1833,"x3_methane_methane_ppb",765.97445484,"Earth System Trends","Methane","atmos. conc. ppb",NA,765.97445484,765.97445484
1834,"x3_methane_methane_ppb",766.86934086,"Earth System Trends","Methane","atmos. conc. ppb",NA,766.86934086,766.86934086
1835,"x3_methane_methane_ppb",768.01322808,"Earth System Trends","Methane","atmos. conc. ppb",NA,768.01322808,768.01322808
1836,"x3_methane_methane_ppb",769.36421142,"Earth System Trends","Methane","atmos. conc. ppb",NA,769.36421142,769.36421142
1837,"x3_methane_methane_ppb",770.76378036,"Earth System Trends","Methane","atmos. conc. ppb",NA,770.76378036,770.76378036
1838,"x3_methane_methane_ppb",772.20343242,"Earth System Trends","Methane","atmos. conc. ppb",NA,772.20343242,772.20343242
1839,"x3_methane_methane_ppb",773.68478712,"Earth System Trends","Methane","atmos. conc. ppb",NA,773.68478712,773.68478712
1840,"x3_methane_methane_ppb",775.2161445,"Earth System Trends","Methane","atmos. conc. ppb",NA,775.2161445,775.2161445
1841,"x3_methane_methane_ppb",776.8321218,"Earth System Trends","Methane","atmos. conc. ppb",NA,776.8321218,776.8321218
1842,"x3_methane_methane_ppb",778.57391556,"Earth System Trends","Methane","atmos. conc. ppb",NA,778.57391556,778.57391556
1843,"x3_methane_methane_ppb",780.45923928,"Earth System Trends","Methane","atmos. conc. ppb",NA,780.45923928,780.45923928
1844,"x3_methane_methane_ppb",782.4113682,"Earth System Trends","Methane","atmos. conc. ppb",NA,782.4113682,782.4113682
1845,"x3_methane_methane_ppb",784.3294872,"Earth System Trends","Methane","atmos. conc. ppb",NA,784.3294872,784.3294872
1846,"x3_methane_methane_ppb",786.14547522,"Earth System Trends","Methane","atmos. conc. ppb",NA,786.14547522,786.14547522
1847,"x3_methane_methane_ppb",787.92006426,"Earth System Trends","Methane","atmos. conc. ppb",NA,787.92006426,787.92006426
1848,"x3_methane_methane_ppb",789.74617428,"Earth System Trends","Methane","atmos. conc. ppb",NA,789.74617428,789.74617428
1849,"x3_methane_methane_ppb",791.69415318,"Earth System Trends","Methane","atmos. conc. ppb",NA,791.69415318,791.69415318
1850,"x3_methane_methane_ppb",793.3157988,"Earth System Trends","Methane","atmos. conc. ppb",NA,793.3157988,793.3157988
1851,"x3_methane_methane_ppb",793.87939176,"Earth System Trends","Methane","atmos. conc. ppb",NA,793.87939176,793.87939176
1852,"x3_methane_methane_ppb",793.56915246,"Earth System Trends","Methane","atmos. conc. ppb",NA,793.56915246,793.56915246
1853,"x3_methane_methane_ppb",792.8198208,"Earth System Trends","Methane","atmos. conc. ppb",NA,792.8198208,792.8198208
1854,"x3_methane_methane_ppb",792.10055148,"Earth System Trends","Methane","atmos. conc. ppb",NA,792.10055148,792.10055148
1855,"x3_methane_methane_ppb",791.61742842,"Earth System Trends","Methane","atmos. conc. ppb",NA,791.61742842,791.61742842
1856,"x3_methane_methane_ppb",791.45648862,"Earth System Trends","Methane","atmos. conc. ppb",NA,791.45648862,791.45648862
1857,"x3_methane_methane_ppb",791.81794524,"Earth System Trends","Methane","atmos. conc. ppb",NA,791.81794524,791.81794524
1858,"x3_methane_methane_ppb",792.69855924,"Earth System Trends","Methane","atmos. conc. ppb",NA,792.69855924,792.69855924
1859,"x3_methane_methane_ppb",794.03274006,"Earth System Trends","Methane","atmos. conc. ppb",NA,794.03274006,794.03274006
1860,"x3_methane_methane_ppb",795.75509958,"Earth System Trends","Methane","atmos. conc. ppb",NA,795.75509958,795.75509958
1861,"x3_methane_methane_ppb",797.80055334,"Earth System Trends","Methane","atmos. conc. ppb",NA,797.80055334,797.80055334
1862,"x3_methane_methane_ppb",800.10533274,"Earth System Trends","Methane","atmos. conc. ppb",NA,800.10533274,800.10533274
1863,"x3_methane_methane_ppb",802.60617528,"Earth System Trends","Methane","atmos. conc. ppb",NA,802.60617528,802.60617528
1864,"x3_methane_methane_ppb",805.20874392,"Earth System Trends","Methane","atmos. conc. ppb",NA,805.20874392,805.20874392
1865,"x3_methane_methane_ppb",807.69318882,"Earth System Trends","Methane","atmos. conc. ppb",NA,807.69318882,807.69318882
1866,"x3_methane_methane_ppb",809.8718481,"Earth System Trends","Methane","atmos. conc. ppb",NA,809.8718481,809.8718481
1867,"x3_methane_methane_ppb",811.8107172,"Earth System Trends","Methane","atmos. conc. ppb",NA,811.8107172,811.8107172
1868,"x3_methane_methane_ppb",813.63905406,"Earth System Trends","Methane","atmos. conc. ppb",NA,813.63905406,813.63905406
1869,"x3_methane_methane_ppb",815.4860154,"Earth System Trends","Methane","atmos. conc. ppb",NA,815.4860154,815.4860154
1870,"x3_methane_methane_ppb",817.48096038,"Earth System Trends","Methane","atmos. conc. ppb",NA,817.48096038,817.48096038
1871,"x3_methane_methane_ppb",819.709926,"Earth System Trends","Methane","atmos. conc. ppb",NA,819.709926,819.709926
1872,"x3_methane_methane_ppb",822.04699458,"Earth System Trends","Methane","atmos. conc. ppb",NA,822.04699458,822.04699458
1873,"x3_methane_methane_ppb",824.37292896,"Earth System Trends","Methane","atmos. conc. ppb",NA,824.37292896,824.37292896
1874,"x3_methane_methane_ppb",826.59005184,"Earth System Trends","Methane","atmos. conc. ppb",NA,826.59005184,826.59005184
1875,"x3_methane_methane_ppb",828.60038226,"Earth System Trends","Methane","atmos. conc. ppb",NA,828.60038226,828.60038226
1876,"x3_methane_methane_ppb",830.3420748,"Earth System Trends","Methane","atmos. conc. ppb",NA,830.3420748,830.3420748
1877,"x3_methane_methane_ppb",831.89742132,"Earth System Trends","Methane","atmos. conc. ppb",NA,831.89742132,831.89742132
1878,"x3_methane_methane_ppb",833.3842419,"Earth System Trends","Methane","atmos. conc. ppb",NA,833.3842419,833.3842419
1879,"x3_methane_methane_ppb",834.92055906,"Earth System Trends","Methane","atmos. conc. ppb",NA,834.92055906,834.92055906
1880,"x3_methane_methane_ppb",836.59807812,"Earth System Trends","Methane","atmos. conc. ppb",NA,836.59807812,836.59807812
1881,"x3_methane_methane_ppb",838.40303316,"Earth System Trends","Methane","atmos. conc. ppb",NA,838.40303316,838.40303316
1882,"x3_methane_methane_ppb",840.2950374,"Earth System Trends","Methane","atmos. conc. ppb",NA,840.2950374,840.2950374
1883,"x3_methane_methane_ppb",842.23370406,"Earth System Trends","Methane","atmos. conc. ppb",NA,842.23370406,842.23370406
1884,"x3_methane_methane_ppb",844.17895002,"Earth System Trends","Methane","atmos. conc. ppb",NA,844.17895002,844.17895002
1885,"x3_methane_methane_ppb",846.03360408,"Earth System Trends","Methane","atmos. conc. ppb",NA,846.03360408,846.03360408
1886,"x3_methane_methane_ppb",847.5079746,"Earth System Trends","Methane","atmos. conc. ppb",NA,847.5079746,847.5079746
1887,"x3_methane_methane_ppb",848.61947142,"Earth System Trends","Methane","atmos. conc. ppb",NA,848.61947142,848.61947142
1888,"x3_methane_methane_ppb",849.6366312,"Earth System Trends","Methane","atmos. conc. ppb",NA,849.6366312,849.6366312
1889,"x3_methane_methane_ppb",850.7738379,"Earth System Trends","Methane","atmos. conc. ppb",NA,850.7738379,850.7738379
1890,"x3_methane_methane_ppb",852.0066975,"Earth System Trends","Methane","atmos. conc. ppb",NA,852.0066975,852.0066975
1891,"x3_methane_methane_ppb",853.29209028,"Earth System Trends","Methane","atmos. conc. ppb",NA,853.29209028,853.29209028
1892,"x3_methane_methane_ppb",854.75340342,"Earth System Trends","Methane","atmos. conc. ppb",NA,854.75340342,854.75340342
1893,"x3_methane_methane_ppb",856.55532186,"Earth System Trends","Methane","atmos. conc. ppb",NA,856.55532186,856.55532186
1894,"x3_methane_methane_ppb",858.79015824,"Earth System Trends","Methane","atmos. conc. ppb",NA,858.79015824,858.79015824
1895,"x3_methane_methane_ppb",861.19808082,"Earth System Trends","Methane","atmos. conc. ppb",NA,861.19808082,861.19808082
1896,"x3_methane_methane_ppb",863.61450588,"Earth System Trends","Methane","atmos. conc. ppb",NA,863.61450588,863.61450588
1897,"x3_methane_methane_ppb",866.18650608,"Earth System Trends","Methane","atmos. conc. ppb",NA,866.18650608,866.18650608
1898,"x3_methane_methane_ppb",869.07664074,"Earth System Trends","Methane","atmos. conc. ppb",NA,869.07664074,869.07664074
1899,"x3_methane_methane_ppb",872.2395633,"Earth System Trends","Methane","atmos. conc. ppb",NA,872.2395633,872.2395633
1900,"x3_methane_methane_ppb",875.57749524,"Earth System Trends","Methane","atmos. conc. ppb",NA,875.57749524,875.57749524
1901,"x3_methane_methane_ppb",879.03972534,"Earth System Trends","Methane","atmos. conc. ppb",NA,879.03972534,879.03972534
1902,"x3_methane_methane_ppb",882.76178718,"Earth System Trends","Methane","atmos. conc. ppb",NA,882.76178718,882.76178718
1903,"x3_methane_methane_ppb",886.87465944,"Earth System Trends","Methane","atmos. conc. ppb",NA,886.87465944,886.87465944
1904,"x3_methane_methane_ppb",891.39332268,"Earth System Trends","Methane","atmos. conc. ppb",NA,891.39332268,891.39332268
1905,"x3_methane_methane_ppb",896.31737202,"Earth System Trends","Methane","atmos. conc. ppb",NA,896.31737202,896.31737202
1906,"x3_methane_methane_ppb",901.63617936,"Earth System Trends","Methane","atmos. conc. ppb",NA,901.63617936,901.63617936
1907,"x3_methane_methane_ppb",907.3198848,"Earth System Trends","Methane","atmos. conc. ppb",NA,907.3198848,907.3198848
1908,"x3_methane_methane_ppb",913.26524394,"Earth System Trends","Methane","atmos. conc. ppb",NA,913.26524394,913.26524394
1909,"x3_methane_methane_ppb",918.91838094,"Earth System Trends","Methane","atmos. conc. ppb",NA,918.91838094,918.91838094
1910,"x3_methane_methane_ppb",923.61083892,"Earth System Trends","Methane","atmos. conc. ppb",NA,923.61083892,923.61083892
1911,"x3_methane_methane_ppb",926.901906,"Earth System Trends","Methane","atmos. conc. ppb",NA,926.901906,926.901906
1912,"x3_methane_methane_ppb",929.25911736,"Earth System Trends","Methane","atmos. conc. ppb",NA,929.25911736,929.25911736
